"tweet_type","id","created_at","username","user_display_name","text","lang","source","retweet_count","favorite_count","reply_count","quote_count","bookmark_count","view_count","has_media","media_type","media_urls","video_url","video_duration","thumbnail_url","conversation_id_str","in_reply_to_status_id_str","in_reply_to_user_id_str","in_reply_to_screen_name","quoted_status_id_str","quoted_user_id_str","retweeted_status_id_str"
"original","1908488688633311586","2025-04-05T11:55:36.000Z","LuisMarques","Luis Marques","There will always be turbulent waters and devastating storms in the meadows of life, yet the learned initiate cultivates acceptance and stillness, yielding in flowing surrender, so that the maelstrom may pass through them. The warrior does not fear the storm — they become it. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","13","26","1","0","3","2015","false","none",,,,,"1908488688633311586",,,,,,
"original","1896530485297529063","2025-03-03T11:57:58.000Z","LuisMarques","Luis Marques","We walk among giants, treading the gnarled roots of the most ancient trees, our voices woven into the songs of the wind, our footsteps stirring the tremors of the earth. Our hands rise to the drums of time, as colossal mountains bearing the smoldering hearts of rock and flame. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","22","1","0","2","2101","false","none",,,,,"1896530485297529063",,,,,,
"original","1891122847067582748","2025-02-16T13:49:56.000Z","LuisMarques","Luis Marques","The sacred mysteries of Asetianism form the essential foundation for surviving the alchemical crossing into the realms of the Primordial Dragon—the whetstone that sharpens the Sword of the Soul, allowing it to bathe in abyssal fire without bursting into the flames of oblivion. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","16","24","1","0","4","2399","false","none",,,,,"1891122847067582748",,,,,,
"original","1889397347718685068","2025-02-11T19:33:25.000Z","LuisMarques","Luis Marques","In a decaying world of selfishness and deceit, a mundane reality of idolized liars, proud oppressors and tainted prophets, to endure and rise through authenticity, compassion, loyalty and honor becomes a daring mark of feared rebellion — a sinister song of revolution. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","15","30","1","0","5","2028","false","none",,,,,"1889397347718685068",,,,,,
"original","1875928760698175600","2025-01-05T15:34:04.000Z","LuisMarques","Luis Marques","Heiðr speaks through the gentle dance of a flame, by the howling winds of an untamed storm, in the silence of a wild thriving forest, beneath the blackness of the hidden moon, within the deadliness of the most vicious of poisons… a forbidden language only the devout can hear. ᛉ","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","14","24","1","0","6","1924","false","none",,,,,"1875928760698175600",,,,,,
"original","1874434511662203284","2025-01-01T12:36:27.000Z","LuisMarques","Luis Marques","So many eras have come and gone, unfathomable tribulations clashed and done, yet the Family remains ever stronger, under the guiding roar of ancient Dragons and their blackened wings of cosmic silk. Remain strong, bold and genuine beneath the falling leaves of rot and falsity. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","26","0","0","4","1698","false","none",,,,,"1874434511662203284",,,,,,
"original","1870443218640556495","2024-12-21T12:16:29.000Z","LuisMarques","Luis Marques","Mysteries are revealed through the weathered hands of the faithful.
A crude carving that conceals the highest of truths.
The stone ever unblemished by time.
☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","17","27","1","0","5","1605","false","none",,,,,"1870443218640556495",,,,,,
"original","1865393487165739376","2024-12-07T13:50:39.000Z","LuisMarques","Luis Marques","Those who understand the voices of nature and speak its elemental language do not get swayed by corrupted paths and false prophets, distilled through vulnerable ego with delusions of mortal minds — decaying trees without strong roots bearing the rotten fruit of no living seed. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","12","28","1","0","3","1529","false","none",,,,,"1865393487165739376",,,,,,
"original","1852080989394342155","2024-10-31T20:11:32.000Z","LuisMarques","Luis Marques","In absolute darkness where the meager do not dare to tread we walk the forbidden path of Her crown, sacrificing bone and flesh to Her cursed bosom and offering the blood of dragons to Her abominating lips, devotedly bestowed upon the hallowed altar mirrored in the endless sky. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","9","25","1","0","2","1535","false","none",,,,,"1852080989394342155",,,,,,
"original","1844411499491852302","2024-10-10T16:15:43.000Z","LuisMarques","Luis Marques","To study this magnum Path of all paths one must diligently break all limitations of race, civilization, narrative and epoch, mindfully seeking and revealing the elusive vital threads that connect this grand tapestry that timelessly ignites the ultimate machinery of the cosmos. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10","24","1","0","3","1493","false","none",,,,,"1844411499491852302",,,,,,
"original","1844411422140506559","2024-10-10T16:15:25.000Z","LuisMarques","Luis Marques","Asetianism, as the Art of all arts, emerges to the initiated sage as the Philosophy of all philosophies and unveils itself to the erudite historian as the Culture of all cultures. It is equally Science and Magic, unrestrained of societal conditioning and the chains of time. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10","26","1","1","4","1443","false","none",,,,,"1844411422140506559",,,,,,
"original","1836867416875241860","2024-09-19T20:38:14.000Z","LuisMarques","Luis Marques","The greatest manifestation of ignorance resides not in a lack of knowing, as for that anyone humble can be excused, but in the weaker minds that stubbornly refuse to learn when given the chance or that from a place of distorted ego are utterly unable to. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","24","1","0","6","1297","false","none",,,,,"1836867416875241860",,,,,,
"original","1833144454842048831","2024-09-09T14:04:30.000Z","LuisMarques","Luis Marques","Empress of Spirit. Ruler of Magic.
The Lady of Wood and Stone.
Your eyes mirror the starlight of the cosmos.
Your voice an unfathomable hymn of the abyss.
All bow before You, ardently or unwittingly.
Deadly heart of Yew. Immortal soul of Jade.
Your enemies crumble in terror...
ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","19","3","0","3","1426","false","none",,,,,"1833144454842048831",,,,,,
"original","1824391075282219067","2024-08-16T10:21:42.000Z","LuisMarques","Luis Marques","Do not feed maggots and vermin, as degenerately as they live, for those are a common pest of no consequence to our magic. Simply prune their pestilence and influence, fiercely and detachedly, so that corruption is not given the soil it desperately seeks in order to spread. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","30","2","1","4","1683","false","none",,,,,"1824391075282219067",,,,,,
"original","1809908170740896234","2024-07-07T11:11:49.000Z","LuisMarques","Luis Marques","Upon entering the great halls of everlasting silence one must stare into the piercing void behind the gargantuan mirror of eternity. Will you welcome your pure reflection staring back at you or cower in fear before an unrecognizable echo of a twisted refraction? ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","26","2","0","3","1861","false","none",,,,,"1809908170740896234",,,,,,
"original","1808488013355221456","2024-07-03T13:08:37.000Z","LuisMarques","Luis Marques","As our torches illuminate the numinous path of One in the Zero so the triadic mystery of Three in the Nine is revealed under the winged shadow of Seven in the Three. Violet and Red transmuted into the Sword of Flames with the cypher of the Dragon carved in its blade as 379. ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","27","1","0","3","1801","false","none",,,,,"1808488013355221456",,,,,,
"original","1799037309901545658","2024-06-07T11:14:53.000Z","LuisMarques","Luis Marques","The flames of the Dragon burn deeper than heated life and the untouchable cold of death, intricately weaved along the unseen threads of all realities above and below, pouring as sacred nectar into the endless blood of immortality. Tread carefully. Love passionately. Rise anew. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","14","28","1","0","3","2184","false","none",,,,,"1799037309901545658",,,,,,
"original","1783650948293775671","2024-04-26T00:14:59.000Z","LuisMarques","Luis Marques","Life is made of pain.
Death is made of silence. 
Rebirth is made of immortality. 
☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","15","26","2","0","3","2183","false","none",,,,,"1783650948293775671",,,,,,
"original","1767551234452390140","2024-03-12T14:00:28.000Z","LuisMarques","Luis Marques","The silent paws of Anubis… forever guiding the footsteps of our legacy between worlds stellar and chthonic with the unsung songs of timeless death. In darkness and shadow. In honor and duty. Ever watchful and unseen. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","29","1","0","5","2620","false","none",,,,,"1767551234452390140",,,,,,
"original","1764282972125991207","2024-03-03T13:33:34.000Z","LuisMarques","Luis Marques","There is an arcane mystery to our draconian formulae of three times three that, by the primordial poison in the flames of ice and fire, can break cosmic duality into the transcendental fabric of the lawless abyss beyond its rule; a hidden code of magic, a secret key of gnosis. ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","25","3","0","4","2137","false","none",,,,,"1764282972125991207",,,,,,
"original","1750870928630722744","2024-01-26T13:18:53.000Z","LuisMarques","Luis Marques","We live in an era of artificial empathy, when people celebrate a world of causes and ideologies that are often distant and fashionable without an emotional investment and distilled action, neglecting that which can ignite real change, nurture growth and fuel genuine unity. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","11","27","1","1","6","2062","false","none",,,,,"1750870928630722744",,,,,,
"original","1742593015686783351","2024-01-03T17:05:25.000Z","LuisMarques","Luis Marques","Lady of Yew, Mystery of Mysteries
Eternal Empress of Forbidden Flame
Scarlet Crown of Thorns and Roses
Lustful Body of Sensual Mandragora
Poisonous Blood of Daring Nightshade
Thunderous Voice of Unbroken Oak
Arcane Language of Devoted Birch
ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","26","2","0","5","1873","false","none",,,,,"1742593015686783351",,,,,,
"original","1738017640403066953","2023-12-22T02:04:30.000Z","LuisMarques","Luis Marques","The Word is your Wand; a magical implement capable of weaving the delicate threads between sacred and profane, the sharp blade that melds intellect and art into the subtle alloy of talismanic science in our infamous alchemy of silence. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","22","1","0","2","1579","false","none",,,,,"1738017640403066953",,,,,,
"original","1719412575736078416","2023-10-31T17:54:37.000Z","LuisMarques","Luis Marques","Embrace all storms in their ferocious wilderness, as raptured whispers of the Great Dragons piercing through untamed otherness. Honor this primal language of blessing and cursing — creation and destruction. ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12","25","0","0","4","2166","false","none",,,,,"1719412575736078416",,,,,,
"original","1711447201006686269","2023-10-09T18:23:04.000Z","LuisMarques","Luis Marques","Seven veils of winged mask divine
Three as key in the empyrean dark
Nine the ardent token of unmaking
Mark of the Dragon in halls arcane
ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","23","0","0","2","2077","false","none",,,,,"1711447201006686269",,,,,,
"original","1707757967439798289","2023-09-29T14:03:22.000Z","LuisMarques","Luis Marques","Devourer of kings and augur of torment
Adamantine whip of ravenous flames
Severing edge to the sibylline threads
Pouring the sanctified bleeding of queens
Dyadic mystery of primordial arcanum
From heaven to hell no crown is mightiest
The thunderous Horns of the Great Dragon
ᛉ","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","8","22","0","0","1","1885","false","none",,,,,"1707757967439798289",,,,,,
"original","1700546281284809064","2023-09-09T16:26:42.000Z","LuisMarques","Luis Marques","The Great Dragon is everywhere and nowhere, permeating the entire fabric of what is real and surreal — existence and non-existence, being and non-being — a cryptic paradox unlocked only by the mysteries of limitless absence, perpetually within the shadow of absolute otherness. ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12","26","0","0","1","1909","false","none",,,,,"1700546281284809064",,,,,,
"original","1697989463165518094","2023-09-02T15:06:49.000Z","LuisMarques","Luis Marques","Hubris is the poisonous downfall of fools. A soaring defeat of the many and the ordinary, when self becomes the greatest enemy of true identity. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","12","24","0","0","2","1778","false","none",,,,,"1697989463165518094",,,,,,
"original","1695779385423351991","2023-08-27T12:44:46.000Z","LuisMarques","Luis Marques","Hail the Primordial Dragon! The monstrous inferno of intangible greatness that precedes every reality and creation, transcending comprehension and breaking all chains of possibility. Emergence of the primeval sorcerous manifestation… the abyssal wellspring of all magic. ᛉ","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10","21","0","0","3","1809","false","none",,,,,"1695779385423351991",,,,,,
"original","1693712685353808347","2023-08-21T19:52:26.000Z","LuisMarques","Luis Marques","The greatest strength of a warrior is patience; the greatest weakness is ignorance. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","24","0","0","2","1612","false","none",,,,,"1693712685353808347",,,,,,
"original","1677106263178506241","2023-07-07T00:04:26.000Z","LuisMarques","Luis Marques","Her roar is heard on dominating thunder.
Her songs are all the words unspoken.
Her blessing comes in ineffable wings.
To drink Her nectar is most forbidden.
Ecstatic frenzy of Her numinous beauty.
Arcane swords we rise in Her name.
Eternally... We rise and fall to Her game.
☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","27","0","0","3","2492","false","none",,,,,"1677106263178506241",,,,,,
"original","1671518764330889217","2023-06-21T14:01:43.000Z","LuisMarques","Luis Marques","When the flame gleams brighter as stars rise and burn, for the Wise the cosmos hints towards a moment of caution and measured celebration. Look towards the greatness that was conquered by honorable hand and the blessings that deserve to be treasured with grace and gratitude. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","8","19","0","0","1","1972","false","none",,,,,"1671518764330889217",,,,,,
"original","1665374566732947457","2023-06-04T15:06:52.000Z","LuisMarques","Luis Marques","Knowledge is a potent tool and a powerful weapon, however when hoarded without purpose or driven by a desire for vain status, the allure of rank and appearance, not methodically honed in genuine praxis and dedication to the Art, it never truly manifests into valuable Wisdom. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","13","25","0","0","3","1915","false","none",,,,,"1665374566732947457",,,,,,
"original","1657031433351839745","2023-05-12T14:34:14.000Z","LuisMarques","Luis Marques","The cosmic trials of silence are both a blessing and a curse, casting fire upon doubt and burning all that is unnecessary while freezing in timeless ice that which is unapologetically vital, simple and fundamental, as ancient alchemy preserving their purity. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12","23","1","0","2","1942","false","none",,,,,"1657031433351839745",,,,,,
"original","1649049707833065476","2023-04-20T13:57:42.000Z","LuisMarques","Luis Marques","The Dark Moon opens a gateway to the sacred Cave, a crossing of spirit for the most daring of souls. One that can only be attained through absolute honesty and loyalty by surrendering in darkness. Her menacing trials await those wielding the sword. A first step into Flame. ᛉ","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","23","0","0","3","2033","false","none",,,,,"1649049707833065476",,,,,,
"original","1640370894789902338","2023-03-27T15:11:12.000Z","LuisMarques","Luis Marques","The monstrous darkness of such violent chthonic emergence can never be reflected by a mere effluence of aesthetic pleasure but only integrated through the oneiric root call to the most profound marrow of the daemonic Soul. ᛉ","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","7","18","0","0","1","1813","false","none",,,,,"1640370894789902338",,,,,,
"original","1638190987351674881","2023-03-21T14:49:02.000Z","LuisMarques","Luis Marques","The Arcana of Ice and Fire is now released in a limited First Edition of 333 copies and distributed to select Orders and Covens. Further details on this edition and its Certificate of Authenticity can be found at the official site under the tab Arcana.
https://www.primordialdragon.com/","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","6","19","0","0","3","1951","false","none",,,,,"1638190987351674881",,,,,,
"original","1635062336934514690","2023-03-12T23:36:53.000Z","LuisMarques","Luis Marques","The path of flames is not for the faint of heart. It is a road to be treaded by those that do not conform to society and reject following the herd; the ones that dare to cast their hearts into the fire, carving their own journey through pain and sorrow but never surrendering. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","25","0","1","3","3893","false","none",,,,,"1635062336934514690",,,,,,
"original","1622249654569009152","2023-02-05T15:03:52.000Z","LuisMarques","Luis Marques","Honoring what is sacred remains a vital ingredient of living grace, notably in a time when most are chained to the blindness of that which is profane through the sacrifice of honor and enslavement of spirit. The via celestial in defiance to the dormant decay of the mundane. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10","22","1","0","2","1981","false","none",,,,,"1622249654569009152",,,,,,
"original","1609369923268268037","2023-01-01T02:04:25.000Z","LuisMarques","Luis Marques","Make place in your garden for the seeds that the winds carry. Enliven the current on the inner fabric of your soul. Find devotion in the boundless gift that is bestowed. As we descend into darkness so we ascend into light. Do not fear a heart surrendered to honesty. We begin. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","27","0","0","0","2175","false","none",,,,,"1609369923268268037",,,,,,
"original","1606344121035231236","2022-12-23T17:40:57.000Z","LuisMarques","Luis Marques","Through the trials of Ice and Fire the way of the Dragon is revealed and primordial sorcery unleashed; a spell shattering the corrupted establishment long in decay, trembling to the roar of giants. ᛉ

Hail the forbidden Triad of all abominations!
Hail the Primordial Dragon!","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","8","20","0","0","2","2047","false","none",,,,,"1606344121035231236",,,,,,
"original","1605579606211207168","2022-12-21T15:03:03.000Z","LuisMarques","Luis Marques","Ancient abominations emerge from the gargantuan abyss; a hymn of terror weaved into the fabric of awakened nightmares. The descent begins, reckoning to devour the unworthy…

Primordial Dragon — A Sorcerous Tradition of Ice and Fire

http://www.primordialdragon.com

☥  ᛉ","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","5","17","2","1","2","2666","false","none",,,,,"1605579606211207168",,,,,,
"original","1596295413727895552","2022-11-26T00:10:59.000Z","LuisMarques","Luis Marques","Their nature is the fabric of nightmares imprinted within the soul of the living and the memory of the dead, an echoing memento of a truth no one longer dares to recognize; their names adversarial chaos burned deep into the flesh as agonizing wounds of lifetimes. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","7","17","0","0","1",,"false","none",,,,,"1596295413727895552",,,,,,
"original","1596295366290591744","2022-11-26T00:10:47.000Z","LuisMarques","Luis Marques","Unspoken voices of a nameless idiom uttering ineffable words through the thrice-rising mystery of cold and flame, a truth silently locked within the most terrible veils of the abyss that emerge from the gaping void of raw untamed nothingness.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","7","16","1","0","1",,"false","none",,,,,"1596295366290591744",,,,,,
"original","1587188484791582724","2022-10-31T21:03:17.000Z","LuisMarques","Luis Marques","We pierce through the abominable veils of relentless shadow; Dragons soaring across the ethereal fabric of numinous existence as the unfathomable arcanum of menacing tempest, carrying the venerable Flames of primordial Ice and Fire through the obscure cosmos of the underworld. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","27","0","0","2",,"false","none",,,,,"1587188484791582724",,,,,,
"original","1582765497464295424","2022-10-19T16:07:55.000Z","LuisMarques","Luis Marques","There are mysteries that can only be revealed by starlight. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","24","1","0","1",,"false","none",,,,,"1582765497464295424",,,,,,
"original","1573084886470201353","2022-09-22T23:00:38.000Z","LuisMarques","Luis Marques","In shadow as in light. In darkness as in flame.
Our shrouded banners of path, soul and fate bleed only through tenacity, authenticity and merit; a triple cadence to the hidden realities undisturbed by time and cloaked by voracious locks of storm.
The unseen sorcery of Legions. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","26","2","0","2",,"false","none",,,,,"1573084886470201353",,,,,,
"original","1564404482913570816","2022-08-30T00:07:48.000Z","LuisMarques","Luis Marques","Seek out the source. Never be afraid of returning to the truest cradle of mysteries; the root of tradition, a genesis of spirit, markedly removed from the ceaseless pollution of our world and those that would taint the most genuine of songs. Surrender to the winged embrace. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","25","2","0","1",,"false","none",,,,,"1564404482913570816",,,,,,
"original","1556682380219408385","2022-08-08T16:42:55.000Z","LuisMarques","Luis Marques","In our perpetual silence we embrace the darkness of night and dance with the ancestral shades of the dead as friends, lovers and allies. In honor of our limitless blessings seen in the breathtaking beauty of life and its untold cycles of renewal; Devotion that remains as One. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","11","23","0","0","1",,"false","none",,,,,"1556682380219408385",,,,,,
"original","1550150486665433090","2022-07-21T16:07:31.000Z","LuisMarques","Luis Marques","May Aset be thrice honored and Her ineffable Daemons endarken you. ☥","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10","23","1","0","2",,"false","none",,,,,"1550150486665433090",,,,,,
"original","1545046763064569859","2022-07-07T14:07:08.000Z","LuisMarques","Luis Marques","The arcane mysteries of Seven flow forth from the divine womb of the cosmos; the sacred nectar of immortality that pours silently into the rarest of seeds. Ah blessed rapture of Her ineffable domain, the inscrutable void of She —feral, primal and ferocious. Seeing it is Death. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","22","0","1","1",,"false","none",,,,,"1545046763064569859",,,,,,
"original","1539276744057831431","2022-06-21T15:59:08.000Z","LuisMarques","Luis Marques","Our blood flows to the seductive dances of the unseen, casting light and darkness upon the ecstatic shadows of time eternal. A fire burning wildly to the tune of most ancient mysteries. Our eyes the echo of an unbreakable promise, our voices the songs of all that is forbidden. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","21","0","0","1",,"false","none",,,,,"1539276744057831431",,,,,,
"original","1523822541986537472","2022-05-10T00:29:39.000Z","LuisMarques","Luis Marques","Life is a labyrinthine tapestry of twists and turns; humble dirt roads of unknown villages and the gargantuan avenues of a major metropolis. All valuable in their own terms and virtue, each with a vital lesson of its own. Pursue them daringly with integrity and a brave soul. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","25","1","0","2",,"false","none",,,,,"1523822541986537472",,,,,,
